文件名,表名,导入方式,文件类型,分隔符,是否必须,源接口名,目标接口名,场次,配置文件路径,UDS接收目录,,
WY_CERT_ACQUIRE_MANUAL,CBMS_CUSTACT_IMP,APPEND,FIXLENGTH,,Y,WY,MSC,22,999999999,NOT_SKIP,D:\config\imp_config\cbms\day\wy22\WY_CERT_ACQUIRE_MANUAL.xml,/snfs1/F-CBMS/target/MSC/WY/022/
AAS_Z_CBMS001,CBMS_ENTRUST_RICHES_INF,APPEND,FIXLENGTH,,N,AAS,MSC,3,999999999,SKIP,D:\config\imp_config\cbms\month\aas\AAS_Z_CBMS001.xml,/snfs1/F-CBMS/target/MSC/AAS/003/
CC2_CCBMS001,CBMS_TOP_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\CC2_CCBMS001.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CC2_CCBMS002,CBMS_CUSTPROD_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\CC2_CCBMS002.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CC2_CCBMS003,CBMS_CUSTDEPOSIT_TYPE,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\CC2_CCBMS003.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CC2_CCBMS004,CBMS_CUSTDEPOSIT_AREA,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\CC2_CCBMS004.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CCR_CUST_STL_CHG,CBMS_CM_STLCHG_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\CCR_CUST_STL_CHG.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CCR_INDU_PROD_CUST_DTL,CBMS_TRADE_PRODDTL_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\CCR_INDU_PROD_CUST_DTL.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CCR_INDU_PROD_CUST_STAT,CBMS_TRADE_PRODSTS_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\CCR_INDU_PROD_CUST_STAT.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CCR_MRG_CAP_FLOW,CBMS_CM_CASHFLOW_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\CCR_MRG_CAP_FLOW.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
CCR_MRG_FIN_ASSET,CBMS_CM_FINANCE_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\CCR_MRG_FIN_ASSET.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRFREE,CBMS_CCRFREE_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRFREE.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCD125,CBMS_CA_FIRLSTDATEINF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCD125.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCD126,CBMS_CCUA_PRODBUS_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCD126.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCD145,CBMS_CCUA_CUSTAPPR_INF_TMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCD145.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCD155,CBMS_CCUA_CUSTODER_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCD155.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM002,MSC_TRNPRDCHN_INF,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM002.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM003,MSC_TRNPRD_INF,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM003.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM004,MSC_TRNCHN_INF,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM004.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM006,MSC_OWESDAILY_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM006.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM007,MSC_ASSETHOUR_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM007.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM008,MSC_PRODTRAN_INF,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM008.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM009,MSC_PRODCUST_INF,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM009.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM010,MSC_OWESHOUR_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM010.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM014,MSC_ASSETDAILY_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM014.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM018,MSC_CBEAREACUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM018.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM022,MSC_CBECUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM022.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM026,MSC_FUNDCBECUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM026.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM030,MSC_LOANCBECUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM030.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM034,MSC_INTERCBECUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM034.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM038,MSC_AJUSTAREACUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM038.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM042,MSC_AJUSTCUS_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM042.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM046,MSC_CUSGRADE_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM046.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM050,MSC_COMCBE_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM050.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM054,MSC_MTLNATIONALCBE_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM054.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM058,MSC_INTERFEE_RANK,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM058.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM062,MSC_USERJOB_CTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM062.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM067,MSC_USERJOBCUSDTL_CTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM067.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM072,MSC_USERJOBPRDTL_CTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM072.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM077,CBMS_CUSPROFIT_CTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM077.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM080,CBMS_CUSPROFIT_DTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM080.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM090,CBMS_GRPCLIMEM_DEPOSIT_INF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM090.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM091,CBMS_GRPCLI_DEPOSIT_INF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM091.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM092,CBMS_GRPHEAD_DEPOSIT_INF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM092.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM093,CBMS_GRPCLIMEM_CON_INF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM093.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM094,CBMS_GRPCLI_CON_INF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM094.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM095,CBMS_GRPCLIMEM_CON_DTLINF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM095.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM096,CBMS_GRPCLI_CON_DTLINF,APPEND,FIXLENGTH,,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM096.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM100,CBMS_CCUA_NBENEFIT,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM100.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM110,CBMS_CM_DECINFO,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM110.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM111,CBMS_CM_INCINFO,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM111.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM121,CBMS_FINANCING_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM121.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM122,CBMS_CCUA_ACROSS_SELLINF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM122.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM131,CBMS_NEW_OPEN_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM131.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM132,CBMS_NEW_CLOSE_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM132.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM133,CBMS_NOBAL_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM133.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM134,CBMS_ZEROBAL_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM134.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM135,CBMS_XZNOLOAN_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM135.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM136,CBMS_LSNOLOAN_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM136.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM137,CBMS_CHNLFUND_ACCT_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM137.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM138,CBMS_CCUA_STARCHG_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM138.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM200,CBMS_IRPT_BROKERDTL_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM200.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM201,CBMS_IRPT_BROKERCONTRI_IMP,APPEND,SEPARATOR,27,N,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM201.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM202,CBMS_IRPT_BROKERMID_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM202.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM203,CBMS_IRPT_INSURESALE_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM203.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM204,CBMS_IRPT_INSURECUST_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM204.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM205,CBMS_IRPT_INSURECHANGE_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM205.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM206,CBMS_IRPT_INSUREACCT_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM206.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM207,CBMS_IRPT_ARMYCARD_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM207.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM209,CBMS_IRPT_ARMYCUST_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM209.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM210,CBMS_IRPT_TRADEBAL_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM210.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM211,CBMS_IRPT_BANKAGENT_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM211.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCM212,CBMS_SIGNCUSTLIS_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCM212.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCY083,CBMS_CUSTGRADE_CTL,APPEND,SEPARATOR,27,N,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCY083.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCY086,CBMS_CUSGRADEANA_INF,APPEND,SEPARATOR,27,N,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCY086.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_CCRMSCY092,CBMS_CUSTGRADE_DTL,APPEND,SEPARATOR,27,Y,CC2,MSC,1,999999999,SKIP,D:\config\imp_config\cbms\month\ccrm\C_CCRMSCY092.xml,/snfs1/F-CBMS/target/MSC/CC2/001/
C_EDS_CAMP_AGT_INFO,CBMS_PAYROLL_AGR_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_AGT_INFO.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_BIS_SITU,CBMS_PAYROLL_INF,APPEND,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_BIS_SITU.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_BIZ_AMT,CBMS_PAYROLL_DISAMT_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_BIZ_AMT.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_BIZ_CMGER,CBMS_PAYROLL_USERSTA_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_BIZ_CMGER.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_BIZ_CORG,CBMS_PAYROLL_STRUSTA_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_BIZ_CORG.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_BIZ_CUST,CBMS_PAYROLL_PAMT_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_BIZ_CUST.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_CORP_INFO,CBMS_PAYROLL_CUSTDTL_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_CORP_INFO.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_CORP_LIST,CBMS_PAYROLL_CUSTLST_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_CORP_LIST.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_CUST_DATA,CBMS_PAYROLL_PCNT_IMP,APPEND,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_CUST_DATA.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
C_EDS_CAMP_DISTR,CBMS_PAYROLL_TARGET_IMP,TRUNCATE,SEPARATOR,27,Y,CC2,MSC,5,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\ccrm\C_EDS_CAMP_DISTR.xml,/snfs1/F-CBMS/target/MSC/CC2/005/
EDI_ZMSC_CUST_CRDT_INFO,CBMS_CCUA_CREDIT_IMP,APPEND,SEPARATOR,27,Y,EDI,MSC,10,999999999,SKIP,D:\config\imp_config\cbms\month\edi\EDI_ZMSC_CUST_CRDT_INFO.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
EDI_ZMSC_CUST_UNCRDT_FIN,CBMS_CCUA_UNCRDT_FINC_IMP,TRUNCATE,SEPARATOR,27,Y,EDI,MSC,10,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edi\EDI_ZMSC_CUST_UNCRDT_FIN.xml,/snfs1/F-CBMS/target/MSC/EDI/010/
C_EDWMSC100,CBMS_F0REIGNEXC_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC100.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC103,CBMS_XDACKHIS_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC103.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC104,CBMS_XDACKHIS_DTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC104.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC202,CBMS_CUST_ALLPROD_IMP,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC202.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC_T80_CORP_FX1_CRDT_INFO,CBMS_CORPCRDT_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC_T80_CORP_FX1_CRDT_INFO.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC_T80_CORP_FX2_CRDT_INFO,CBMS_CORPCRDT_FOREX_IMP,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC_T80_CORP_FX2_CRDT_INFO.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC_T80_MPV_RESTORE_BAL_DETAIL,CBMS_RSTBAL_DETAIL_IMP,APPEND,FIXLENGTH,,N,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC_T80_MPV_RESTORE_BAL_DETAIL.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
C_EDWMSC_T80_MPV_RESTORE_BAL_SUM,CBMS_RSTBAL_SUM_IMP,APPEND,FIXLENGTH,,N,EDW,MSC,8,999999999,NOT_SKIP,D:\config\imp_config\cbms\month\edw\C_EDWMSC_T80_MPV_RESTORE_BAL_SUM.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC001,CBMS_CHARGESTAT_TMP,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC001.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC002,CBMS_OVERPRFT_TMP,TRUNCATE,FIXLENGTH,,N,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC002.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC003,CBMS_HOLDPROD_CTL,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC003.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC004,CBMS_PREFERPROD_CTL,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC004.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC005,CBMS_SUITABLE_PROD_CTL,TRUNCATE,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC005.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC006,CBMS_JRZCFZANAY_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC006.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
EDWMSC007,CBMS_ZCLLANAY_CTL,APPEND,FIXLENGTH,,Y,EDW,MSC,8,999999999,SKIP,D:\config\imp_config\cbms\month\edw\EDWMSC007.xml,/snfs1/F-CBMS/target/MSC/EDW/008/
